Name ,Source,Trigger,Words
AbsoluteDisneyVol3,Source/AbsoluteDisneyVol3.jpg,Expect/AbsoluteDisneyVol3_1.jpg,4
AbsoluteDisneyVol3,Source/AbsoluteDisneyVol3.jpg,Expect/AbsoluteDisneyVol3_2.jpg,4
AbsoluteDisneyVol3,Source/AbsoluteDisneyVol3.jpg,Hope/AbsoluteDisneyVol3_1.jpg,4
AbsoluteDisneyVol3,Source/AbsoluteDisneyVol3.jpg,Hope/AbsoluteDisneyVol3_2.jpg,4
AbsoluteDisneyVol3,Source/AbsoluteDisneyVol3.jpg,Hope/AbsoluteDisneyVol3_3.jpg,4
adambomb,Source/adambomb.png,Expect/adambomb_1.jpg,5
adambomb,Source/adambomb.png,Expect/adambomb_2.jpg,5
adambomb,Source/adambomb.png,Hope/adambomb_1.jpg,5
adambomb,Source/adambomb.png,Hope/adambomb_2.jpg,5
adambomb,Source/adambomb.png,Hope/adambomb_3.jpg,5
adele,Source/adele.png,Expect/adele_1.jpg,2
adele,Source/adele.png,Expect/adele_2.jpg,2
adele,Source/adele.png,Hope/adele_1.jpg,2
adele,Source/adele.png,Hope/adele_2.jpg,2
adele,Source/adele.png,Hope/adele_3.jpg,2
albinoniadagiopachelbelcanon,Source/albinoniadagiopachelbelcanon.jpeg,Expect/albinoniadagiopachelbelcanon_1.jpg,19
albinoniadagiopachelbelcanon,Source/albinoniadagiopachelbelcanon.jpeg,Expect/albinoniadagiopachelbelcanon_2.jpg,19
albinoniadagiopachelbelcanon,Source/albinoniadagiopachelbelcanon.jpeg,Hope/albinoniadagiopachelbelcanon_1.jpg,19
albinoniadagiopachelbelcanon,Source/albinoniadagiopachelbelcanon.jpeg,Hope/albinoniadagiopachelbelcanon_2.jpg,19
albinoniadagiopachelbelcanon,Source/albinoniadagiopachelbelcanon.jpeg,Hope/albinoniadagiopachelbelcanon_3.jpg,19
alicecooper,Source/alicecooper.png,Expect/alicecooper_1.jpg,10
alicecooper,Source/alicecooper.png,Expect/alicecooper_2.jpg,10
alicecooper,Source/alicecooper.png,Hope/alicecooper_1.jpg,10
alicecooper,Source/alicecooper.png,Hope/alicecooper_2.jpg,10
alicecooper,Source/alicecooper.png,Hope/alicecooper_3.jpg,10
anitaliansongbook,Source/anitaliansongbook.jpg,Expect/anitaliansongbook_1.jpg,12
anitaliansongbook,Source/anitaliansongbook.jpg,Expect/anitaliansongbook_2.jpg,12
anitaliansongbook,Source/anitaliansongbook.jpg,Hope/anitaliansongbook_1.jpg,12
anitaliansongbook,Source/anitaliansongbook.jpg,Hope/anitaliansongbook_2.jpg,12
anitaliansongbook,Source/anitaliansongbook.jpg,Hope/anitaliansongbook_3.jpg,12
anthonyhamilton,Source/anthonyhamilton.png,Expect/anthonyhamilton_1.jpg,5
anthonyhamilton,Source/anthonyhamilton.png,Expect/anthonyhamilton_2.jpg,5
anthonyhamilton,Source/anthonyhamilton.png,Hope/anthonyhamilton_1.jpg,5
anthonyhamilton,Source/anthonyhamilton.png,Hope/anthonyhamilton_2.jpg,5
anthonyhamilton,Source/anthonyhamilton.png,Hope/anthonyhamilton_3.jpg,5
babydriver,Source/babydriver.png,Expect/babydriver_1.jpg,8
babydriver,Source/babydriver.png,Expect/babydriver_2.jpg,8
babydriver,Source/babydriver.png,Hope/babydriver_1.jpg,8
babydriver,Source/babydriver.png,Hope/babydriver_2.jpg,8
babydriver,Source/babydriver.png,Hope/babydriver_3.jpg,8
babydriverv2,Source/babydriverv2.png,Expect/babydriverv2_1.jpg,9
babydriverv2,Source/babydriverv2.png,Expect/babydriverv2_2.jpg,9
babydriverv2,Source/babydriverv2.png,Hope/babydriverv2_1.jpg,9
babydriverv2,Source/babydriverv2.png,Hope/babydriverv2_2.jpg,9
babydriverv2,Source/babydriverv2.png,Hope/babydriverv2_3.jpg,9
babyonemoretime,Source/babyonemoretime.jpg,Expect/babyonemoretime_1.jpg,6
babyonemoretime,Source/babyonemoretime.jpg,Expect/babyonemoretime_2.jpg,6
babyonemoretime,Source/babyonemoretime.jpg,Hope/babyonemoretime_1.jpg,6
babyonemoretime,Source/babyonemoretime.jpg,Hope/babyonemoretime_2.jpg,6
babyonemoretime,Source/babyonemoretime.jpg,Hope/babyonemoretime_3.jpg,6
bamboo,Source/bamboo.jpg,Expect/bamboo_1.jpg,4
bamboo,Source/bamboo.jpg,Expect/bamboo_2.jpg,4
bamboo,Source/bamboo.jpg,Hope/bamboo_1.jpg,4
bamboo,Source/bamboo.jpg,Hope/bamboo_2.jpg,4
bamboo,Source/bamboo.jpg,Hope/bamboo_3.jpg,4
beethovensymphonies4and5,Source/beethovensymphonies4and5.jpg,Expect/beethovensymphonies4and5_1.jpg,12
beethovensymphonies4and5,Source/beethovensymphonies4and5.jpg,Expect/beethovensymphonies4and5_2.jpg,12
beethovensymphonies4and5,Source/beethovensymphonies4and5.jpg,Hope/beethovensymphonies4and5_1.jpg,12
beethovensymphonies4and5,Source/beethovensymphonies4and5.jpg,Hope/beethovensymphonies4and5_2.jpg,12
beethovensymphonies4and5,Source/beethovensymphonies4and5.jpg,Hope/beethovensymphonies4and5_3.jpg,12
beethovenyoyomaemanuelax,Source/beethovenyoyomaemanuelax.jpg,Expect/beethovenyoyomaemanuelax_1.jpg,19
beethovenyoyomaemanuelax,Source/beethovenyoyomaemanuelax.jpg,Expect/beethovenyoyomaemanuelax_2.jpg,19
beethovenyoyomaemanuelax,Source/beethovenyoyomaemanuelax.jpg,Hope/beethovenyoyomaemanuelax_1.jpg,19
beethovenyoyomaemanuelax,Source/beethovenyoyomaemanuelax.jpg,Hope/beethovenyoyomaemanuelax_2.jpg,19
beethovenyoyomaemanuelax,Source/beethovenyoyomaemanuelax.jpg,Hope/beethovenyoyomaemanuelax_3.jpg,19
bemylove,Source/bemylove.jpg,Expect/bemylove_1.jpg,9
bemylove,Source/bemylove.jpg,Expect/bemylove_2.jpg,9
bemylove,Source/bemylove.jpg,Hope/bemylove_1.jpg,9
bemylove,Source/bemylove.jpg,Hope/bemylove_2.jpg,9
bemylove,Source/bemylove.jpg,Hope/bemylove_3.jpg,9
bestofjimihendrix,Source/bestofjimihendrix.png,Expect/bestofjimihendrix_1.jpg,7
bestofjimihendrix,Source/bestofjimihendrix.png,Expect/bestofjimihendrix_2.jpg,7
bestofjimihendrix,Source/bestofjimihendrix.png,Hope/bestofjimihendrix_1.jpg,7
bestofjimihendrix,Source/bestofjimihendrix.png,Hope/bestofjimihendrix_2.jpg,7
bestofjimihendrix,Source/bestofjimihendrix.png,Hope/bestofjimihendrix_3.jpg,7
BestOfRaffi,Source/BestOfRaffi.jpg,Expect/BestOfRaffi_1.jpg,3
BestOfRaffi,Source/BestOfRaffi.jpg,Expect/BestOfRaffi_2.jpg,3
BestOfRaffi,Source/BestOfRaffi.jpg,Hope/BestOfRaffi_1.jpg,3
BestOfRaffi,Source/BestOfRaffi.jpg,Hope/BestOfRaffi_2.jpg,3
BestOfRaffi,Source/BestOfRaffi.jpg,Hope/BestOfRaffi_3.jpg,3
billwithers,Source/billwithers.png,Expect/billwithers_1.jpg,8
billwithers,Source/billwithers.png,Expect/billwithers_2.jpg,8
billwithers,Source/billwithers.png,Hope/billwithers_1.jpg,8
billwithers,Source/billwithers.png,Hope/billwithers_2.jpg,8
billwithers,Source/billwithers.png,Hope/billwithers_3.jpg,8
bizet,Source/bizet.jpg,Expect/bizet_1.jpg,24
bizet,Source/bizet.jpg,Expect/bizet_2.jpg,24
bizet,Source/bizet.jpg,Hope/bizet_1.jpg,24
bizet,Source/bizet.jpg,Hope/bizet_2.jpg,24
bizet,Source/bizet.jpg,Hope/bizet_3.jpg,24
blacksabbath,Source/blacksabbath.png,Expect/blacksabbath_1.jpg,18
blacksabbath,Source/blacksabbath.png,Expect/blacksabbath_2.jpg,18
blacksabbath,Source/blacksabbath.png,Hope/blacksabbath_1.jpg,18
blacksabbath,Source/blacksabbath.png,Hope/blacksabbath_2.jpg,18
blacksabbath,Source/blacksabbath.png,Hope/blacksabbath_3.jpg,18
blacksummersnight,Source/blacksummersnight.png,Expect/blacksummersnight_1.jpg,4
blacksummersnight,Source/blacksummersnight.png,Expect/blacksummersnight_2.jpg,4
blacksummersnight,Source/blacksummersnight.png,Hope/blacksummersnight_1.jpg,4
blacksummersnight,Source/blacksummersnight.png,Hope/blacksummersnight_2.jpg,4
blacksummersnight,Source/blacksummersnight.png,Hope/blacksummersnight_3.jpg,4
bloodondancefloor,Source/bloodondancefloor.png,Expect/bloodondancefloor_1.jpg,11
bloodondancefloor,Source/bloodondancefloor.png,Expect/bloodondancefloor_2.jpg,11
bloodondancefloor,Source/bloodondancefloor.png,Hope/bloodondancefloor_1.jpg,11
bloodondancefloor,Source/bloodondancefloor.png,Hope/bloodondancefloor_2.jpg,11
bloodondancefloor,Source/bloodondancefloor.png,Hope/bloodondancefloor_3.jpg,11
bobmarley,Source/bobmarley.png,Expect/bobmarley_1.jpg,9
bobmarley,Source/bobmarley.png,Expect/bobmarley_2.jpg,9
bobmarley,Source/bobmarley.png,Hope/bobmarley_1.jpg,9
bobmarley,Source/bobmarley.png,Hope/bobmarley_2.jpg,9
bobmarley,Source/bobmarley.png,Hope/bobmarley_3.jpg,9
brahmspianosonatano3,Source/brahmspianosonatano3.jpg,Expect/brahmspianosonatano3_1.jpg,18
brahmspianosonatano3,Source/brahmspianosonatano3.jpg,Expect/brahmspianosonatano3_2.jpg,18
brahmspianosonatano3,Source/brahmspianosonatano3.jpg,Hope/brahmspianosonatano3_1.jpg,18
brahmspianosonatano3,Source/brahmspianosonatano3.jpg,Hope/brahmspianosonatano3_2.jpg,18
brahmspianosonatano3,Source/brahmspianosonatano3.jpg,Hope/brahmspianosonatano3_3.jpg,18
brahmssymphonieno3,Source/brahmssymphonieno3.jpg,Expect/brahmssymphonieno3_1.jpg,19
brahmssymphonieno3,Source/brahmssymphonieno3.jpg,Expect/brahmssymphonieno3_2.jpg,19
brahmssymphonieno3,Source/brahmssymphonieno3.jpg,Hope/brahmssymphonieno3_1.jpg,19
brahmssymphonieno3,Source/brahmssymphonieno3.jpg,Hope/brahmssymphonieno3_2.jpg,19
brahmssymphonieno3,Source/brahmssymphonieno3.jpg,Hope/brahmssymphonieno3_3.jpg,19
brahmssymphonieno4,Source/brahmssymphonieno4.jpg,Expect/brahmssymphonieno4_1.jpg,22
brahmssymphonieno4,Source/brahmssymphonieno4.jpg,Expect/brahmssymphonieno4_2.jpg,22
brahmssymphonieno4,Source/brahmssymphonieno4.jpg,Hope/brahmssymphonieno4_1.jpg,22
brahmssymphonieno4,Source/brahmssymphonieno4.jpg,Hope/brahmssymphonieno4_2.jpg,22
brahmssymphonieno4,Source/brahmssymphonieno4.jpg,Hope/brahmssymphonieno4_3.jpg,22
butterflylovers,Source/butterflylovers.jpg,Expect/butterflylovers_1.jpg,35
butterflylovers,Source/butterflylovers.jpg,Expect/butterflylovers_2.jpg,35
butterflylovers,Source/butterflylovers.jpg,Hope/butterflylovers_1.jpg,35
butterflylovers,Source/butterflylovers.jpg,Hope/butterflylovers_2.jpg,35
butterflylovers,Source/butterflylovers.jpg,Hope/butterflylovers_3.jpg,35
camila,Source/camila.png,Expect/camila_1.jpg,1
camila,Source/camila.png,Expect/camila_2.jpg,1
camila,Source/camila.png,Hope/camila_1.jpg,1
camila,Source/camila.png,Hope/camila_2.jpg,1
camila,Source/camila.png,Hope/camila_3.jpg,1
carusoinsong,Source/carusoinsong.jpg,Expect/carusoinsong_1.jpg,7
carusoinsong,Source/carusoinsong.jpg,Expect/carusoinsong_2.jpg,7
carusoinsong,Source/carusoinsong.jpg,Hope/carusoinsong_1.jpg,7
carusoinsong,Source/carusoinsong.jpg,Hope/carusoinsong_2.jpg,7
carusoinsong,Source/carusoinsong.jpg,Hope/carusoinsong_3.jpg,7
chantdamour,Source/chantdamour.jpg,Expect/chantdamour_1.jpg,12
chantdamour,Source/chantdamour.jpg,Expect/chantdamour_2.jpg,12
chantdamour,Source/chantdamour.jpg,Hope/chantdamour_1.jpg,12
chantdamour,Source/chantdamour.jpg,Hope/chantdamour_2.jpg,12
chantdamour,Source/chantdamour.jpg,Hope/chantdamour_3.jpg,12
charliebrownchristmas,Source/charliebrownchristmas.jpeg,Expect/charliebrownchristmas_1.jpg,24
charliebrownchristmas,Source/charliebrownchristmas.jpeg,Expect/charliebrownchristmas_2.jpg,24
charliebrownchristmas,Source/charliebrownchristmas.jpeg,Hope/charliebrownchristmas_1.jpg,24
charliebrownchristmas,Source/charliebrownchristmas.jpeg,Hope/charliebrownchristmas_2.jpg,24
charliebrownchristmas,Source/charliebrownchristmas.jpeg,Hope/charliebrownchristmas_3.jpg,24
chopinjonnakamatsu,Source/chopinjonnakamatsu.jpg,Expect/chopinjonnakamatsu_1.jpg,36
chopinjonnakamatsu,Source/chopinjonnakamatsu.jpg,Expect/chopinjonnakamatsu_2.jpg,36
chopinjonnakamatsu,Source/chopinjonnakamatsu.jpg,Hope/chopinjonnakamatsu_1.jpg,36
chopinjonnakamatsu,Source/chopinjonnakamatsu.jpg,Hope/chopinjonnakamatsu_2.jpg,36
chopinjonnakamatsu,Source/chopinjonnakamatsu.jpg,Hope/chopinjonnakamatsu_3.jpg,36
christinaaguilera,Source/christinaaguilera.png,Expect/christinaaguilera_1.jpg,0
christinaaguilera,Source/christinaaguilera.png,Expect/christinaaguilera_2.jpg,0
christinaaguilera,Source/christinaaguilera.png,Hope/christinaaguilera_1.jpg,0
christinaaguilera,Source/christinaaguilera.png,Hope/christinaaguilera_2.jpg,0
christinaaguilera,Source/christinaaguilera.png,Hope/christinaaguilera_3.jpg,0
confessions,Source/confessions.png,Expect/confessions_1.jpg,1
confessions,Source/confessions.png,Expect/confessions_2.jpg,1
confessions,Source/confessions.png,Hope/confessions_1.jpg,1
confessions,Source/confessions.png,Hope/confessions_2.jpg,1
confessions,Source/confessions.png,Hope/confessions_3.jpg,1
crypretty,Source/crypretty.png,Expect/crypretty_1.jpg,4
crypretty,Source/crypretty.png,Expect/crypretty_2.jpg,4
crypretty,Source/crypretty.png,Hope/crypretty_1.jpg,4
crypretty,Source/crypretty.png,Hope/crypretty_2.jpg,4
crypretty,Source/crypretty.png,Hope/crypretty_3.jpg,4
deadmans,Source/deadmans.png,Expect/deadmans_1.jpg,5
deadmans,Source/deadmans.png,Expect/deadmans_2.jpg,5
deadmans,Source/deadmans.png,Hope/deadmans_1.jpg,5
deadmans,Source/deadmans.png,Hope/deadmans_2.jpg,5
deadmans,Source/deadmans.png,Hope/deadmans_3.jpg,5
Descendants,Source/Descendants.jpg,Expect/Descendants_1.jpg,2
Descendants,Source/Descendants.jpg,Expect/Descendants_2.jpg,2
Descendants,Source/Descendants.jpg,Hope/Descendants_1.jpg,2
Descendants,Source/Descendants.jpg,Hope/Descendants_2.jpg,2
Descendants,Source/Descendants.jpg,Hope/Descendants_3.jpg,2
DespicableMe3,Source/DespicableMe3.jpg,Expect/DespicableMe3_1.jpg,16
DespicableMe3,Source/DespicableMe3.jpg,Expect/DespicableMe3_2.jpg,16
DespicableMe3,Source/DespicableMe3.jpg,Hope/DespicableMe3_1.jpg,16
DespicableMe3,Source/DespicableMe3.jpg,Hope/DespicableMe3_2.jpg,16
DespicableMe3,Source/DespicableMe3.jpg,Hope/DespicableMe3_3.jpg,16
deutschegrammophon,Source/deutschegrammophon.jpg,Expect/deutschegrammophon_1.jpg,22
deutschegrammophon,Source/deutschegrammophon.jpg,Expect/deutschegrammophon_2.jpg,22
deutschegrammophon,Source/deutschegrammophon.jpg,Hope/deutschegrammophon_1.jpg,22
deutschegrammophon,Source/deutschegrammophon.jpg,Hope/deutschegrammophon_2.jpg,22
deutschegrammophon,Source/deutschegrammophon.jpg,Hope/deutschegrammophon_3.jpg,22
dhkhaled,Source/dhkhaled.png,Expect/dhkhaled_1.jpg,7
dhkhaled,Source/dhkhaled.png,Expect/dhkhaled_2.jpg,7
dhkhaled,Source/dhkhaled.png,Hope/dhkhaled_1.jpg,7
dhkhaled,Source/dhkhaled.png,Hope/dhkhaled_2.jpg,7
dhkhaled,Source/dhkhaled.png,Hope/dhkhaled_3.jpg,7
diefledermaus,Source/diefledermaus.jpg,Expect/diefledermaus_1.jpg,26
diefledermaus,Source/diefledermaus.jpg,Expect/diefledermaus_2.jpg,26
diefledermaus,Source/diefledermaus.jpg,Hope/diefledermaus_1.jpg,26
diefledermaus,Source/diefledermaus.jpg,Hope/diefledermaus_2.jpg,26
diefledermaus,Source/diefledermaus.jpg,Hope/diefledermaus_3.jpg,26
DisneyChildrensFavVol1,Source/DisneyChildrensFavVol1.jpg,Expect/DisneyChildrensFavVol1_1.jpg,11
DisneyChildrensFavVol1,Source/DisneyChildrensFavVol1.jpg,Expect/DisneyChildrensFavVol1_2.jpg,11
DisneyChildrensFavVol1,Source/DisneyChildrensFavVol1.jpg,Hope/DisneyChildrensFavVol1_1.jpg,11
DisneyChildrensFavVol1,Source/DisneyChildrensFavVol1.jpg,Hope/DisneyChildrensFavVol1_2.jpg,11
DisneyChildrensFavVol1,Source/DisneyChildrensFavVol1.jpg,Hope/DisneyChildrensFavVol1_3.jpg,11
DisneyKaraokeSeries,Source/DisneyKaraokeSeries.jpg,Expect/DisneyKaraokeSeries_1.jpg,8
DisneyKaraokeSeries,Source/DisneyKaraokeSeries.jpg,Expect/DisneyKaraokeSeries_2.jpg,8
DisneyKaraokeSeries,Source/DisneyKaraokeSeries.jpg,Hope/DisneyKaraokeSeries_1.jpg,8
DisneyKaraokeSeries,Source/DisneyKaraokeSeries.jpg,Hope/DisneyKaraokeSeries_2.jpg,8
DisneyKaraokeSeries,Source/DisneyKaraokeSeries.jpg,Hope/DisneyKaraokeSeries_3.jpg,8
DisneyKaraokeSeriesMoana,Source/DisneyKaraokeSeriesMoana.jpg,Expect/DisneyKaraokeSeriesMoana_1.jpg,5
DisneyKaraokeSeriesMoana,Source/DisneyKaraokeSeriesMoana.jpg,Expect/DisneyKaraokeSeriesMoana_2.jpg,5
DisneyKaraokeSeriesMoana,Source/DisneyKaraokeSeriesMoana.jpg,Hope/DisneyKaraokeSeriesMoana_1.jpg,5
DisneyKaraokeSeriesMoana,Source/DisneyKaraokeSeriesMoana.jpg,Hope/DisneyKaraokeSeriesMoana_2.jpg,5
DisneyKaraokeSeriesMoana,Source/DisneyKaraokeSeriesMoana.jpg,Hope/DisneyKaraokeSeriesMoana_3.jpg,5
dualipa,Source/dualipa.png,Expect/dualipa_1.jpg,4
dualipa,Source/dualipa.png,Expect/dualipa_2.jpg,4
dualipa,Source/dualipa.png,Hope/dualipa_1.jpg,4
dualipa,Source/dualipa.png,Hope/dualipa_2.jpg,4
dualipa,Source/dualipa.png,Hope/dualipa_3.jpg,4
durk,Source/durk.png,Expect/durk_1.jpg,8
durk,Source/durk.png,Expect/durk_2.jpg,8
durk,Source/durk.png,Hope/durk_1.jpg,8
durk,Source/durk.png,Hope/durk_2.jpg,8
durk,Source/durk.png,Hope/durk_3.jpg,8
elvisanafternoon,Source/elvisanafternoon.png,Expect/elvisanafternoon_1.jpg,6
elvisanafternoon,Source/elvisanafternoon.png,Expect/elvisanafternoon_2.jpg,6
elvisanafternoon,Source/elvisanafternoon.png,Hope/elvisanafternoon_1.jpg,6
elvisanafternoon,Source/elvisanafternoon.png,Hope/elvisanafternoon_2.jpg,6
elvisanafternoon,Source/elvisanafternoon.png,Hope/elvisanafternoon_3.jpg,6
elviscountry,Source/elviscountry.jpg,Expect/elviscountry_1.jpg,156
elviscountry,Source/elviscountry.jpg,Expect/elviscountry_2.jpg,156
elviscountry,Source/elviscountry.jpg,Hope/elviscountry_1.jpg,156
elviscountry,Source/elviscountry.jpg,Hope/elviscountry_2.jpg,156
elviscountry,Source/elviscountry.jpg,Hope/elviscountry_3.jpg,156
encore,Source/encore.jpg,Expect/encore_1.jpg,12
encore,Source/encore.jpg,Expect/encore_2.jpg,12
encore,Source/encore.jpg,Hope/encore_1.jpg,12
encore,Source/encore.jpg,Hope/encore_2.jpg,12
encore,Source/encore.jpg,Hope/encore_3.jpg,12
evanescence,Source/evanescence.png,Expect/evanescence_1.jpg,7
evanescence,Source/evanescence.png,Expect/evanescence_2.jpg,7
evanescence,Source/evanescence.png,Hope/evanescence_1.jpg,7
evanescence,Source/evanescence.png,Hope/evanescence_2.jpg,7
evanescence,Source/evanescence.png,Hope/evanescence_3.jpg,7
fivefingerdeath,Source/fivefingerdeath.png,Expect/fivefingerdeath_1.jpg,29
fivefingerdeath,Source/fivefingerdeath.png,Expect/fivefingerdeath_2.jpg,29
fivefingerdeath,Source/fivefingerdeath.png,Hope/fivefingerdeath_1.jpg,29
fivefingerdeath,Source/fivefingerdeath.png,Hope/fivefingerdeath_2.jpg,29
fivefingerdeath,Source/fivefingerdeath.png,Hope/fivefingerdeath_3.jpg,29
Frozen,Source/Frozen.jpg,Expect/Frozen_1.jpg,16
Frozen,Source/Frozen.jpg,Expect/Frozen_2.jpg,16
Frozen,Source/Frozen.jpg,Hope/Frozen_1.jpg,16
Frozen,Source/Frozen.jpg,Hope/Frozen_2.jpg,16
Frozen,Source/Frozen.jpg,Hope/Frozen_3.jpg,16
funandfrolic,Source/funandfrolic.jpg,Expect/funandfrolic_1.jpg,8
funandfrolic,Source/funandfrolic.jpg,Expect/funandfrolic_2.jpg,8
funandfrolic,Source/funandfrolic.jpg,Hope/funandfrolic_1.jpg,8
funandfrolic,Source/funandfrolic.jpg,Hope/funandfrolic_2.jpg,8
funandfrolic,Source/funandfrolic.jpg,Hope/funandfrolic_3.jpg,8
gigli,Source/gigli.jpg,Expect/gigli_1.jpg,9
gigli,Source/gigli.jpg,Expect/gigli_2.jpg,9
gigli,Source/gigli.jpg,Hope/gigli_1.jpg,9
gigli,Source/gigli.jpg,Hope/gigli_2.jpg,9
gigli,Source/gigli.jpg,Hope/gigli_3.jpg,9
GraceVan,Source/GraceVan.jpg,Expect/GraceVan_1.jpg,4
GraceVan,Source/GraceVan.jpg,Expect/GraceVan_2.jpg,4
GraceVan,Source/GraceVan.jpg,Hope/GraceVan_1.jpg,4
GraceVan,Source/GraceVan.jpg,Hope/GraceVan_2.jpg,4
GraceVan,Source/GraceVan.jpg,Hope/GraceVan_3.jpg,4
greatcelloconcertos,Source/greatcelloconcertos.jpeg,Expect/greatcelloconcertos_1.jpg,14
greatcelloconcertos,Source/greatcelloconcertos.jpeg,Expect/greatcelloconcertos_2.jpg,14
greatcelloconcertos,Source/greatcelloconcertos.jpeg,Hope/greatcelloconcertos_1.jpg,14
greatcelloconcertos,Source/greatcelloconcertos.jpeg,Hope/greatcelloconcertos_2.jpg,14
greatcelloconcertos,Source/greatcelloconcertos.jpeg,Hope/greatcelloconcertos_3.jpg,14
gunsnroses,Source/gunsnroses.png,Expect/gunsnroses_1.jpg,6
gunsnroses,Source/gunsnroses.png,Expect/gunsnroses_2.jpg,6
gunsnroses,Source/gunsnroses.png,Hope/gunsnroses_1.jpg,6
gunsnroses,Source/gunsnroses.png,Hope/gunsnroses_2.jpg,6
gunsnroses,Source/gunsnroses.png,Hope/gunsnroses_3.jpg,6
gwenstefanichristmas,Source/gwenstefanichristmas.png,Expect/gwenstefanichristmas_1.jpg,70
gwenstefanichristmas,Source/gwenstefanichristmas.png,Expect/gwenstefanichristmas_2.jpg,70
gwenstefanichristmas,Source/gwenstefanichristmas.png,Hope/gwenstefanichristmas_1.jpg,70
gwenstefanichristmas,Source/gwenstefanichristmas.png,Hope/gwenstefanichristmas_2.jpg,70
gwenstefanichristmas,Source/gwenstefanichristmas.png,Hope/gwenstefanichristmas_3.jpg,70
heroines,Source/heroines.jpg,Expect/heroines_1.jpg,34
heroines,Source/heroines.jpg,Expect/heroines_2.jpg,34
heroines,Source/heroines.jpg,Hope/heroines_1.jpg,34
heroines,Source/heroines.jpg,Hope/heroines_2.jpg,34
heroines,Source/heroines.jpg,Hope/heroines_3.jpg,34
horowitzthelastrecording,Source/horowitzthelastrecording.jpeg,Expect/horowitzthelastrecording_1.jpg,10
horowitzthelastrecording,Source/horowitzthelastrecording.jpeg,Expect/horowitzthelastrecording_2.jpg,10
horowitzthelastrecording,Source/horowitzthelastrecording.jpeg,Hope/horowitzthelastrecording_1.jpg,10
horowitzthelastrecording,Source/horowitzthelastrecording.jpeg,Hope/horowitzthelastrecording_2.jpg,10
horowitzthelastrecording,Source/horowitzthelastrecording.jpeg,Hope/horowitzthelastrecording_3.jpg,10
ifyouloveme,Source/ifyouloveme.jpg,Expect/ifyouloveme_1.jpg,17
ifyouloveme,Source/ifyouloveme.jpg,Expect/ifyouloveme_2.jpg,17
ifyouloveme,Source/ifyouloveme.jpg,Hope/ifyouloveme_1.jpg,17
ifyouloveme,Source/ifyouloveme.jpg,Hope/ifyouloveme_2.jpg,17
ifyouloveme,Source/ifyouloveme.jpg,Hope/ifyouloveme_3.jpg,17
imaginedragons,Source/imaginedragons.png,Expect/imaginedragons_1.jpg,3
imaginedragons,Source/imaginedragons.png,Expect/imaginedragons_2.jpg,3
imaginedragons,Source/imaginedragons.png,Hope/imaginedragons_1.jpg,3
imaginedragons,Source/imaginedragons.png,Hope/imaginedragons_2.jpg,3
imaginedragons,Source/imaginedragons.png,Hope/imaginedragons_3.jpg,3
janesaddiction,Source/janesaddiction.png,Expect/janesaddiction_1.jpg,15
janesaddiction,Source/janesaddiction.png,Expect/janesaddiction_2.jpg,15
janesaddiction,Source/janesaddiction.png,Hope/janesaddiction_1.jpg,15
janesaddiction,Source/janesaddiction.png,Hope/janesaddiction_2.jpg,15
janesaddiction,Source/janesaddiction.png,Hope/janesaddiction_3.jpg,15
jcole,Source/jcole.png,Expect/jcole_1.jpg,4
